Symbol,Name,Sector,Market Cap Type,AVG CLOSING PRE 08,STD PRE 08,KURTOSIS PRE 08,ENTROPY PRE 08,25TH PERCENTILE PRE 08,50TH PERCENTILE PRE 08,75TH PERCENTILE PRE 08,MIN PRE 08,MAX PRE 08,% Change Pre-During 08,AVG CLOSING DURING 08,STD DURING 08,KURTOSIS DURING 08,ENTROPY DURING 08,25TH PERCENTILE DURING 08,50TH PERCENTILE DURING 08,75TH PERCENTILE DURING 08,MIN DURING 08,MAX DURING 08,% Change During-Post 08,AVG CLOSING POST 08,STD POST 08,KURTOSIS POST 08,ENTROPY POST 08,25TH PERCENTILE POST 08,50TH PERCENTILE POST 08,75TH PERCENTILE POST 08,MIN POST 08,MAX POST 08,AVG CLOSING PRE COVID,STD PRE COVID,KURTOSIS PRE COVID,ENTROPY PRE COVID,25TH PERCENTILE PRE COVID,50TH PERCENTILE PRE COVID,75TH PERCENTILE PRE COVID,MIN PRE COVID,MAX PRE COVID,% Change Pre-During COVID,AVG CLOSING DURING COVID,STD DURING COVID,KURTOSIS DURING COVID,ENTROPY DURING COVID,25TH PERCENTILE DURING COVID,50TH PERCENTILE DURING COVID,75TH PERCENTILE DURING COVID,MIN DURING COVID,MAX DURING COVID
EIX,Edison International,Utilities,Large Cap Stock,34.61358566,3.227033668,-1.1044557022491115,5.521039873760647,31.605,35.63,37.31,28.15,39.41,-11.16342006,30.74952569,5.265710787,-0.9963769135276466,5.517974099901156,26.23,33.18,34.92,20.22,36.85,-22.33703927,23.88099206,0.968318977,-0.18295466378727188,5.528604255720979,23.325,23.915,24.665,21.2,25.87,64.12162698,6.349773166,-1.2407843639969474,5.524510835106938,58.63,64.185,69.935,51.06,74.54,-4.728692848000001,61.0895122,9.115940306,-0.7913208953878224,4.395917471545602,55.965,58.15,68.035,43.96,77.3
A,"Agilent Technologies, Inc.",Healthcare,Large Cap Stock,23.27366534,1.59001362,-1.088629974620546,5.523120964678464,21.98,23.45,24.645000000000003,20.04,26.38,-15.40982946,19.6872332,4.238806484,-0.29151498344951143,5.5080527709613625,18.98,20.67,23.09,9.72,24.75,-3.020303299,19.09261905,2.657688742,-0.13789251650204906,5.519479453376102,17.5325,19.28,20.967499999999998,12.28,24.31,74.62888889,4.901857721,-0.6958241149517521,5.52727673221818,70.0625,75.21,77.91,62.58,85.09,3.89767834,77.53768293,6.162559452999999,-0.5455336176895709,4.403552470558908,73.82,78.12,81.9625,63.21,88.14
GWW,"W.W. Grainger, Inc.",Industrials,Large Cap Stock,65.43673307,6.035533488,-1.0954448804091317,5.5211604715324265,60.2,66.97,70.21000000000001,53.82,77.02,-1.255314235,64.61529644,6.102486386,-0.8698594244819553,5.5288913572880825,59.99,64.72,70.41,48.16,74.43,24.91218859,80.71238095,7.210695457000001,-0.7788387200108486,5.525418907506163,73.515,80.995,86.2325,63.64,95.36,287.8359524,21.41844399,-0.7941401614673875,5.526691048499637,268.8425,287.115,303.6775,253.55,335.61,-4.13132553,275.9445122,24.42607401,-0.14449979687910686,4.402760826822079,265.0675,278.46500000000003,294.18,208.42,314.34
IP,International Paper Company,Consumer Cyclical,Large Cap Stock,22.27996016,1.278070263,-0.7356092471738749,5.523821588265678,21.175,22.2,23.18,19.86,25.63,-29.18005233,15.77865613,4.034656583,-0.3651370439122799,5.497025795081448,14.36,17.19,18.48,6.82,21.18,2.24380507,16.13269841,2.091678033,1.1638579216490363,5.520546707176672,15.28,16.485,17.5525,9.54,19.58,41.78095238,2.378791896,-0.53226749113455,5.5277970143052695,40.2775,41.925,43.715,35.33,46.11,-18.48193387,34.05902439,4.541295461,-0.5682408163586534,4.398168101744737,30.58,32.59,36.455,26.05,43.27
ATVI,"Activision Blizzard, Inc",Communication Services,Large Cap Stock,8.576573705,0.816581296,-0.3572027804000601,5.521018007521527,7.875,8.45,9.04,7.29,10.61,48.93451278,12.77347826,2.262141964,-0.7208647600457381,5.5173508516377305,11.66,12.25,14.88,7.65,16.85,-19.68384447,10.25916667,0.5833422220000001,-0.7059283258109388,5.527816787301989,9.7775,10.23,10.71,8.97,11.55,48.74265873,4.8034492580000006,-0.9227884772265388,5.524641164690621,45.364999999999995,47.105000000000004,53.6675,39.53,59.03,29.58499265,63.16317073,6.116435232000001,-0.8238854554210513,4.402120923924131,58.85,62.16,66.955,51.71,75.46
GPS,"Gap, Inc. (The)",Consumer Cyclical,Medium Cap Stock,12.64115538,0.610927704,0.4302264209845714,5.5242802228187164,12.305,12.66,13.024999999999999,10.65,14.04,-6.415531266,11.830158099999998,1.821820773,-0.4164995297830969,5.520922123629449,10.98,12.42,13.24,6.62,14.65,27.04649808,15.02980159,1.746258026,0.3810883254614947,5.522500004672271,14.13,15.3,15.9625,10.59,18.79,19.15988095,3.437832575,-1.5439983240401085,5.513675558027723,16.325,17.119999999999997,23.102500000000003,14.38,27.02,-46.52698585,10.24536585,3.863838428,-0.7695118209626961,4.3411833778762094,7.57,8.2,13.46,5.3,17.99
NTAP,"NetApp, Inc.",Technology,Large Cap Stock,28.1812749,4.429342069,-1.3880724012198102,5.512979593547999,24.255000000000003,27.27,32.269999999999996,19.64,35.06,-37.46962205,17.62185771,3.939246477,-0.8371569227625968,5.506464343915376,14.56,18.98,20.48,8.88,23.35,46.91665813,25.88944444,4.542602463,-0.5729436338599418,5.513652056438952,22.435,26.735,28.7825,15.47,35.73,58.97404762,6.7836647810000015,0.040993796247054785,5.522741938985496,55.17250000000001,59.33,62.88,43.42,74.87,-24.6851432,44.41621951,5.7647589739999985,0.3503871221665764,4.398694778830602,40.724999999999994,42.989999999999995,46.114999999999995,34.93,60.09
VMW,"Vmware, Inc.",Technology,Large Cap Stock,71.98644737,14.0574242,-0.5717218097380871,4.3120850076103405,61.347500000000004,69.39,83.3325,46.15,103.7,-47.25231324,37.97118577,15.56911386,-1.1557514461374951,5.447648392657047,23.44,36.29,51.11,14.85,70.28,2.150661542,38.78781746,9.459280251000001,-0.6169534429239345,5.500171041889503,33.10249999999999,36.94,45.059999999999995,21.7,60.24,166.051627,17.57131863,-0.6266438897053423,5.5239101275506375,151.685,165.71499999999997,177.0575,130.56,205.52,-20.83449458,131.4556098,17.28458902,-0.4665520822080724,4.39808993554487,120.7175,131.47500000000002,140.25,93.01,162.33
CERN,Cerner Corporation,Healthcare,Large Cap Stock,13.48007968,1.119299064,-0.1347390731830429,5.5219625089154825,13.07,13.68,14.19,11.03,16.15,-19.91373972,10.7956917,1.379521719,-0.1732106358556713,5.525218082392964,9.58,11.19,11.61,7.79,14.71,77.7586681,19.19027778,2.162045181,-0.5919085144534302,5.52290681516317,18.245,19.685000000000002,20.83,14.02,22.6,65.17900794,6.664385887000001,-0.9212996567778119,5.524085090332493,57.125,67.175,70.53,50.05,75.35,5.055146752,68.47390244,5.6272859839999985,-0.2970467164801072,4.403357770536148,65.07000000000001,68.36,72.17500000000001,54.4,79.8
PGR,Progressive Corporation (The),Financial Services,Large Cap Stock,14.7638247,0.826037114,-0.42907272853859935,5.523873602449637,14.205,14.98,15.41,12.52,16.27,-14.56496866,12.61347826,1.668335045,-0.6057013517206191,5.524353011397225,11.44,13.15,13.78,8.55,15.3,1.647691926,12.82130952,1.194116833,-0.6245418406241972,5.525158120157314,12.04,12.5,13.927499999999998,10.43,15.34,73.67638889,5.779126753,0.8400130465606206,5.526292159412093,71.475,73.12,77.215,55.69,84.06,5.081816539,77.4204878,4.209315625,-0.29929893736880064,4.405245250792327,74.95,77.16499999999999,80.8475,66.46,83.75
ORLY,"O&#39;Reilly Automotive, Inc.",Consumer Cyclical,Large Cap Stock,34.0489243,1.66192516,-0.7323711699818802,5.524273492151184,32.695,33.78,35.144999999999996,30.79,38.13,-21.10028003,26.86450593,2.370576133,-0.6641682802917064,5.529444484915047,25.22,27.4,28.8,20.87,32.33,51.73041742,40.76162698,4.401694365,-0.09717377364923996,5.523808976344,37.9125,39.05500000000001,41.97,33.68,51.4,390.2198016,29.05784543,-0.4869015171329543,5.526692162087013,372.2225,384.87,402.50750000000005,335.67,449.89,-5.808432876,367.5541463,39.45783957,0.125771943451761,4.4007768057202945,349.4125,378.03999999999996,394.1125,260.92,419.21
IIF,"Morgan Stanley India Investment Fund, Inc.",Financial Services,Micro Cap Stock,12.75079681,1.481231705,0.2312463595113368,5.518956634674785,11.665,12.35,13.24,10.55,17.14,-7.887334518999999,11.74509881,3.408579001,-0.7494072129580167,5.489206797219381,9.25,12.28,14.09,5.08,19.49,1.114449962,11.87599206,0.811741652,-0.4121060599384818,5.527069278465811,11.34,11.97,12.51,9.65,13.21,19.69349206,0.997119211,-0.9929937487207271,5.528148485676778,19.01,19.64,20.57,17.56,21.59,-21.46408892,15.46646341,3.190154751,-1.1202078690460682,4.386476165398815,13.352500000000001,13.86,18.880000000000003,10.97,21.06
HUM,Humana Inc.,Healthcare,Large Cap Stock,58.39051793,5.34410293,-0.43342047259917305,5.521304959657298,55.155,58.15,60.67,48.23,71.1,-24.93962402,43.82814229,13.76709555,0.5051580617309059,5.488073103863576,35.1,40.8,45.13,22.67,80.29,-11.09982853,38.96329365,5.322466764,-0.7216439411627853,5.5198160874274835,34.68,40.65,43.427499999999995,26.1,47.94,283.0625794,31.53339397,0.55934000472485,5.523434031239562,260.27000000000004,276.77,296.145,231.09,369.67,22.48183588,346.7002439,43.58305773,0.7174332351274075,4.3984620062624415,325.385,360.865,377.36249999999995,213.98,410.65
FAST,Fastenal Company,Industrials,Large Cap Stock,7.445498007999999,0.7879832809999999,-1.105974741558656,5.51987813779377,6.61,7.59,8.045,6.2,9.31,8.49381908,8.077905138,1.173548394,-1.2493811408742954,5.522691304187397,7.05,8.27,9.11,5.91,10.28,1.292370326,8.182301587000001,1.340725951,-1.0464038194141898,5.516226321841548,7.09,7.91,9.3325,5.76,10.86,31.66119048,2.840167664,-0.3680135455706779,5.525425991565366,29.8775,31.18,34.205,23.84,37.13,11.65936086,35.35268293,3.110841674,-0.8029474009816417,4.402849438251906,33.2575,35.69,38.02,27.98,41.26
MAR,Marriot International,Consumer Cyclical,Large Cap Stock,35.81685259,2.893140725,0.6162523757844891,5.5221169197849465,34.34,36.16,37.754999999999995,26.99,41.4,-37.16242199,22.50644269,5.410798066,-0.97613515561068,5.502683802555387,18.73,23.15,27.43,10.11,29.94,2.79825417,23.13623016,3.571186216,-0.411187868354244,5.517609075682745,21.2875,22.47,25.82,15.85,31.21,127.924881,10.32112623,0.001836427216157066,5.52616294964238,122.1,128.51,134.39749999999998,99.9,152.52,-23.2377251,98.19804878,26.13452456,-0.6784548096440779,4.3734503473351936,79.93,87.295,117.3175,59.08,150.18
CI,Cigna Corporation,Healthcare,Large Cap Stock,49.32916335,3.845209032,-0.96109150532264,5.522388730153155,46.66,49.94,52.7,41.36,55.76,-27.68037888,35.67466403,11.64830485,-0.274012196848926,5.471755576280006,33.11,39.59,42.32,8.74,55.82,-10.35732756,31.97972222,3.487094294,-0.5192106358702184,5.523369484176677,29.337500000000002,32.754999999999995,34.56,23.34,38.04,171.2401587,17.07589191,-1.1197252940590996,5.5245414255980965,158.1625,165.82,188.0925,145.46,206.43,9.267593179,187.11,19.2914995,0.606467378447741,4.401338615160211,180.155,188.79,195.9075,130.06,222.51
KR,Kroger Company (The),Consumer Defensive,Large Cap Stock,9.606733067999999,0.780841395,-0.7416935902333139,5.522101043823251,9.03,9.92,10.23,7.55,11.07,0.443798333,9.649367589,0.529066634,-0.5949921284121045,5.531894123087177,9.21,9.7,10.02,8.47,11.01,-15.07791191,8.194444444,0.421133087,-0.955008371397046,5.528119348946147,7.81,8.14,8.56,7.37,9.25,24.79162698,2.256868077,-0.963439962783374,5.525292806046837,23.282500000000002,24.59,26.805,20.34,28.96,24.87398549,30.95829268,1.858145102,-0.8438148224100712,4.404920667295526,29.5325,31.455,32.377500000000005,26.7,34.02
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Large Cap Stock,85.46478088,25.48872011,-1.046754644225896,5.482303554342374,61.739999999999995,82.44,103.81,53.1,139.0,-3.801022812,82.21624506,25.61967677,-1.0920435414829752,5.483947544686906,58.28,82.62,101.82,38.69,146.67,26.78030706,104.2340079,21.52844764,-0.6258706627013022,5.50915611997308,88.17500000000001,94.155,115.0825,76.85,152.92,722.8919444,99.2127516,-0.0603788037955657,5.519579378275423,676.785,737.54,813.815,439.45,851.54,11.83803844,808.4681707000002,138.7303706,-0.7247097227407076,4.391666894252991,701.9825000000001,856.505,902.035,465.21,1055.7
FITB,Fifth Third Bancorp,Financial Services,Large Cap Stock,26.89418327,2.679587213,0.6321166415953461,5.520274704768402,25.53,27.75,28.685000000000002,18.99,30.49,-53.89513945,12.39952569,4.24251308,-1.322029191204657,5.473242521786113,8.51,11.78,16.41,5.62,20.66,-29.40846214,8.753015872999999,1.60499036,-0.6313730072931163,5.512377965711647,7.695,8.344999999999999,10.217500000000001,5.07,11.93,26.72706349,1.705092474,-0.2751737774225447,5.52741797547301,25.6775,26.39,27.4625,23.0,30.75,-26.32524869,19.69109756,5.3841654000000005,-0.8129836439124767,4.37139920166084,16.2675,17.53,24.049999999999997,11.49,29.7
PH,Parker-Hannifin Corporation,Industrials,Large Cap Stock,50.68043825,7.078259517999999,-0.93335620840482,5.5158176810984925,44.260000000000005,50.75,55.510000000000005,39.56,68.01,-3.472357179,48.92063241,11.72191617,-0.8860021231932813,5.5030900536224605,39.98,51.47,56.77,25.61,68.21,-4.8563384030000005,46.54488095,6.045982399,-0.4625512050584266,5.520972355228435,43.2325,45.915,50.9625,32.56,58.83,172.30892859999997,14.86441959,-0.35436293192160484,5.525781626858096,161.33249999999998,168.78,179.72,140.61,207.23,-8.141801263,158.279878,32.67737238,-1.0169301339804049,4.3856897800857775,131.6225,153.0,184.5575,97.0,214.04
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Large Cap Stock,65.81936255,12.85999551,0.003066449515334746,5.507544588191833,56.505,60.22,72.95,51.48,101.91,-19.74020992,52.82648221,15.37119698,-0.6522346536850736,5.485742118577795,45.62,58.74,64.16,19.31,74.5,-18.53615398,43.03448413,9.265522269,0.040961318438954564,5.505098808817321,38.6275,42.370000000000005,50.235,18.48,61.12,119.1099206,10.90827191,-0.7175739913006227,5.52529759858066,110.91499999999999,117.8,126.345,99.28,144.21,-27.13811642,86.78573171,25.2132,-0.6434083063701208,4.366139959069615,70.86500000000001,80.85,104.855,43.02,135.68
PAA,"Plains All American Pipeline, L.P.",Energy,Medium Cap Stock,8.328446215,0.677751854,-0.6271440063882165,5.522129895879722,7.915,8.37,8.82,6.96,9.59,-11.23901294,7.392411067,0.802016381,0.6798507348093223,5.527205647754529,7.06,7.73,7.93,4.74,8.36,53.60508154,11.35511905,1.421791833,-1.3012837213276722,5.521575377648292,9.94,11.39,12.61,8.53,13.68,20.53412698,1.979085172,-0.7898237585391512,5.524676293320216,19.035,21.15,22.152499999999996,16.18,23.21,-54.19582331,9.405487805,3.940644853,-1.02254335577609,4.322696725897504,6.2075000000000005,8.274999999999999,13.36,3.22,16.59
SHW,Sherwin-Williams Company (The),Basic Materials,Large Cap Stock,54.55286853,2.156840406,-0.4033503445301685,5.524672988611144,53.09,54.75,56.010000000000005,49.61,60.5,-14.88475752,46.43280632,3.025756437,-0.10950238961161583,5.531263838911986,44.65,46.45,48.28,38.19,54.03,22.39652814,56.83214286,6.580471908,-0.4933210443929466,5.522904710941324,52.602500000000006,54.489999999999995,60.075,44.59,71.23,483.6927778,63.41497189,-1.3814930574450903,5.5209067068836974,429.11,462.15,544.73,375.01,590.53,7.684232138,520.8608537,53.22735615,-0.5641777903675473,4.4014247193587055,487.37249999999995,529.505,569.665,395.76,593.85
TDC,Teradata Corporation,Technology,Medium Cap Stock,26.76704545,1.646485446,-0.8503617337572296,3.7823185730097286,25.7125,27.2,27.950000000000003,23.13,29.08,-20.18812585,21.36328063,4.19549209,-0.5629517216236657,5.512708004063659,18.41,22.79,24.46,11.46,27.01,35.17185564,28.87714286,2.465883664,0.010246064881379358,5.525731055617932,27.497500000000002,29.27,30.5,21.82,33.98,36.24710317,6.9798292160000015,-1.1806392960701266,5.5110158467591255,30.424999999999997,35.47,43.7525,25.23,49.28,-40.17991265,21.68304878,1.64525032,-0.7582579486759737,4.403879788034604,20.4175,21.4,22.9575,18.15,25.39
KSS,Kohl&#39;s Corporation,Consumer Cyclical,Medium Cap Stock,45.98247012,5.867328069,-0.8253169247384862,5.517090664590538,40.894999999999996,47.99,50.5,32.94,54.71,-36.52203742,29.18873518,4.393026759,-0.230863132368444,5.52157861088613,26.65,30.07,31.97,17.32,37.35,26.71718261,36.98714286,2.470914426,1.0329539130590568,5.527163443210172,35.5075,37.315,38.61,28.61,42.12,53.12261905,8.243398293,-1.508296256642315,5.517602967188995,45.9975,49.105000000000004,62.1,41.56,69.88,-53.722804,24.58365854,10.79590738,-1.07609741594774,4.3179305558014764,17.0225,18.54,35.8725,11.51,44.42
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Large Cap Stock,12.42533865,1.634917547,-0.9518587263873136,5.516591766192946,11.05,12.79,13.8,8.74,15.19,-9.272798295,11.27316206,1.847630261,-0.9359434996793304,5.5195677678179,9.6,11.76,12.67,7.1,14.58,54.33093311,17.39797619,2.077042093,-1.1741090740141076,5.522444755347048,16.017500000000002,16.44,19.802500000000002,13.53,21.33,103.2895238,7.529314224,-1.2208685832945505,5.526778117194398,96.86,102.9,109.795,88.65,118.44,-21.78851706,80.78426829,6.674809477,-0.1208318415920715,4.403373861349743,76.37,79.63499999999999,86.68,65.57,97.87
CF,"CF Industries Holdings, Inc.",Basic Materials,Medium Cap Stock,6.146972112,2.275063515,-0.7952261081061414,5.457465092146828,4.58,5.64,7.59,2.66,11.47,116.396267,13.30181818,4.516949369,-1.0220076665737032,5.4695775961506605,10.11,14.31,16.75,4.78,20.35,-20.25406914,10.60765873,1.362425945,-0.435917132939017,5.521075509726355,9.815000000000001,10.715,11.5625,7.41,13.59,43.88412698,3.130198056,-1.0789881626166893,5.526893466440371,41.015,44.265,46.457499999999996,37.5,51.02,-30.89228576,30.32731707,5.829021486,-0.9273991080455236,4.389041169066344,26.425,27.845,36.56,20.88,41.88
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Large Cap Stock,20.33035857,2.9164635210000003,0.7547264343523987,5.515511402658273,18.335,19.89,21.79,13.66,28.6,-6.644801276,18.97944664,2.641434887,-0.543119190235958,5.5235978529495915,17.17,19.25,20.69,13.35,24.77,20.5169614,22.87345238,3.669012968,-0.999594382895197,5.516315257424117,19.315,23.39,25.78,15.05,30.46,343.50642860000005,49.10122983,-1.3497701037696108,5.519396456432347,302.4825,324.33000000000004,396.78749999999997,273.46,439.57,42.97378608,491.12414630000006,65.34054083,-0.9257435032850028,4.397800185886373,442.90500000000003,493.95500000000004,552.005,341.12,612.81
NUE,Nucor Corporation,Basic Materials,Large Cap Stock,40.41541833,3.44060636,-0.8581038937581301,5.521803194371081,37.615,40.62,43.22,31.05,46.8,-3.643982026,38.94268775,10.45719096,-1.1622384753612387,5.496083102306578,30.58,38.67,48.43,17.72,56.35,-18.13773798,31.87936508,1.814824192,-0.6713329130932828,5.527811710290611,30.4,31.939999999999998,33.2375,27.71,36.05,53.3997619,3.300666229,-0.72298006952352,5.527510198499786,50.84,53.995,55.72,45.37,59.59,-25.90516886,39.56646341,5.216213889,-0.5721919471089523,4.398042742534694,36.0275,40.14,42.44,28.08,48.92
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Medium Cap Stock,43.19936255,5.593298954,-1.0236163439898398,5.516988746152986,39.05,44.03,46.875,32.87,53.1,-41.38207678,25.32256917,6.315111264,0.17759343878329847,5.497578969664883,24.86,27.95,29.24,8.95,33.47,-19.45998271,20.39480159,3.241707588,0.3301573263656601,5.5166900314419465,18.2625,20.115000000000002,22.28,11.72,27.98,34.75583333,2.01209067,0.17835558381230587,5.527755936494978,33.677499999999995,34.665,35.7425,29.37,39.53,-31.56719905,23.78439024,6.124704296,-0.976929984485634,4.37525330758492,19.134999999999998,21.384999999999998,29.747500000000002,15.03,35.37
JWN,"Nordstrom, Inc.",Consumer Cyclical,Medium Cap Stock,32.85454183,4.090593611,1.0039305157321134,5.517256342270684,31.695,33.71,35.535,20.4,39.56,-41.02884266,19.37470356,5.857335756,-0.4195417845096392,5.480475069733311,18.09,21.78,23.51,5.32,26.66,27.36190771,24.67599206,4.173634019,0.2215394436985063,5.514378379668502,22.392500000000002,25.020000000000003,27.455000000000002,12.92,32.86,36.21960317,5.625897772,-1.2122920319756083,5.517295430132091,31.394999999999996,36.120000000000005,41.8275,24.27,46.64,-35.22676203,23.46060976,9.073273239,-0.9685559861753871,4.337905723128843,16.8875,18.75,32.8725,13.05,40.56
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Financial Services,Large Cap Stock,44.79745020000001,2.508205867,-0.8240200296117028,5.523891376761417,43.019999999999996,44.88,46.585,39.79,49.94,-31.44928518,30.70897233,9.17249216,-0.647649971560484,5.482883866965922,27.13,33.53,37.86,9.42,42.86,-4.61463587,29.29186508,5.0791417160000005,-0.3378661944204961,5.5137652457041755,26.7425,30.04,32.3425,17.0,38.49,137.5291667,14.46027033,-0.4982566350683024,5.523893096030921,126.00250000000001,139.52499999999998,145.74,100.89,166.09,-8.298298883,126.1165854,27.72308884,-0.8177551994980932,4.383549154983888,104.6075,117.645,143.5375,82.18,178.2
NTRS,Northern Trust Corporation,Financial Services,Large Cap Stock,48.41055777,3.949938593,1.1563520356462271,5.522237640511144,45.28,47.42,48.894999999999996,41.72,60.83,6.860285159,51.73166008,8.376981192999999,0.06948468649142248,5.51943972801018,49.2,53.78,56.79,26.29,66.48,-17.6180706,42.61753968,3.014114258,-1.1887063343039794,5.526936732282901,39.86750000000001,42.06,45.052499999999995,36.79,47.81,91.86535714,7.192172557,-0.35420746883685084,5.526434782562329,85.7475,89.13,94.58,78.29,107.93,-12.06643035,80.7804878,10.85838913,-0.3972517173463523,4.398017102649733,73.305,77.055,84.0425,61.72,101.59
MAT,"Mattel, Inc.",Consumer Cyclical,Medium Cap Stock,15.53593625,1.738993105,-1.2494657377889957,5.5192229521245375,14.145,15.09,17.22,12.41,18.66,-22.57883549,12.02810277,1.643353484,-0.2555477130533701,5.523640883969087,11.1,12.5,13.3,7.46,14.29,19.17724834,14.3347619,1.6824028130000002,-0.920243020155528,5.522485591020671,12.76,14.33,15.795,10.5,17.2,12.08801587,1.423050155,0.5094640570404354,5.522644064909906,11.135,11.844999999999999,13.0425,9.2,17.07,-17.71330074,9.946829268,2.206396917,-0.5812622703260613,4.3837535134305465,8.38,8.864999999999998,11.76,7.23,14.51
ADI,"Analog Devices, Inc.",Technology,Large Cap Stock,25.12772908,1.68962387,-1.0019718180332609,5.5231976487710845,23.325,25.4,26.259999999999998,21.61,28.49,-20.95153948,19.863083,3.716748448,-0.6760222827261448,5.5150568380433915,18.39,20.29,22.73,11.72,26.04,9.377352355,21.72571429,1.395770748,-0.07326902967392535,5.527349578452064,20.735,21.795,22.7825,17.63,24.19,106.46,8.078242728,1.5395712007411495,5.526462189651978,103.0125,108.05000000000001,111.51750000000001,78.25,122.1,-2.407179154,103.8973171,10.04694967,-0.5568284942332321,4.402024086226271,97.3,105.565,111.2025,81.79,123.21
DOV,Dover Corporation,Industrials,Large Cap Stock,22.48968127,0.865669162,0.1566990261079959,5.524718317688465,21.945,22.37,22.93,20.43,24.92,-12.13713165,19.76007905,3.734486428,-1.0284477803676288,5.514912780343881,16.64,20.08,23.04,11.35,25.4,6.380510732,21.02087302,2.812182383,-0.7218049782297387,5.520409148150284,18.9775,21.165,23.2925,15.12,27.48,94.5975,9.350341265,0.36287566358670986,5.524541054838665,88.98,94.275,98.15,67.73,114.74,-0.498840079,94.12560976,13.98622083,-0.6500454610006101,4.395907927743804,85.065,90.445,105.07,65.04,118.78
ROK,"Rockwell Automation, Inc.",Industrials,Large Cap Stock,48.44406375,3.408726715,-1.2796560137434472,5.522982677852603,45.215,49.2,51.355000000000004,42.4,55.75,-28.6120147,34.58324111,8.873612868,-1.1718529417231496,5.4984354459182825,26.48,36.42,42.2,17.13,49.73,9.960362088,38.02785714,6.15497358,-0.6890893249629118,5.51625646427387,33.25,37.55,43.2375,23.63,50.1,166.945119,15.58515502,-0.2745105306249647,5.5251721370883935,155.4925,163.55,175.10750000000002,140.72,203.34,7.191206802000001,178.9504878,23.69573092,-0.7208864836890103,4.397827618752217,158.6375,185.53500000000003,199.23250000000002,120.04,219.24
HSY,Hershey Company (The),Consumer Defensive,Large Cap Stock,35.35756972,2.996768404,-0.43715000649486496,5.521804988816813,33.275000000000006,36.03,37.5,27.92,40.2,-23.15670686,27.16992095,1.5052563959999998,0.358031445280774,5.53187372100766,26.23,27.11,27.95,24.06,31.9,16.75303145,31.72170635,3.592061836,-0.41657971057872656,5.523235757682973,28.9675,30.335,33.8775,27.47,40.9,131.37583329999998,18.42740992,-1.4229791274213768,5.51943835027252,111.8725,135.26999999999998,147.695,100.93,158.85,6.729545085,140.2168293,12.055745300000002,-0.8388526021039341,4.4030607921376665,131.19,138.615,151.4075,110.77,160.0
WU,Western Union Company (The),Financial Services,Medium Cap Stock,15.7076494,0.878188392,-0.4021299790496817,5.5238813750098466,15.0,15.67,16.225,13.31,17.48,0.26181703,15.7487747,3.252474833,-0.4001669769345009,5.510722960959642,14.82,15.93,17.56,7.89,20.59,-16.67530145,13.12261905,0.958161984,-1.0637258710978086,5.52675519591646,12.135,13.13,13.7725,10.97,14.97,20.70095238,3.275623825,-0.7783320956221549,5.517303247530924,18.14,19.490000000000002,22.61,15.94,27.11,2.22694507,21.16195122,2.9470707110000003,-0.2136431157474812,4.397524224015636,18.89,19.75,22.31,17.42,27.73
PAYX,"Paychex, Inc.",Industrials,Large Cap Stock,25.33346614,1.383430063,-0.3137429690197537,5.5239786739183465,24.49,25.07,26.22,22.48,29.09,-18.59570446,20.62252964,2.061957173,-0.5162276987665142,5.52827573778867,19.74,21.16,22.1,15.65,23.95,-1.535681201,20.30583333,1.4565414,0.039759426057703,5.526814198980738,19.46,20.405,21.4925,16.3,22.8,79.03142857,5.4665702939999985,1.4456781668072332,5.52695578941595,77.64750000000001,80.85,82.86,61.03,85.06,-10.58018642,70.6697561,10.11478041,-0.7597871849081788,4.396776570346884,63.870000000000005,67.195,78.23,49.89,89.33
WY,Weyerhaeuser Company,Real Estate,Large Cap Stock,48.94689243,3.5519940180000003,-1.059099492034398,5.522821946211996,46.03,48.6,52.235,41.46,55.85,-25.12938794,36.64683794,7.487829668,-0.6519922160823453,5.511076457460944,33.36,38.52,42.64,20.12,47.93,-21.92336187,28.61261905,3.375706195,0.30157211046477883,5.522411924739709,26.307499999999997,28.57,31.0,19.55,37.8,25.44277778,2.177073638,-0.6039993330731592,5.525811118707368,24.13,24.985,26.982499999999998,20.19,29.84,-14.98425981,21.63036585,4.74530787,-1.0727607645255086,4.3835536949961424,18.0275,19.815,26.552500000000002,13.47,30.5
CAG,"ConAgra Foods, Inc.",Consumer Defensive,Large Cap Stock,12.01896414,0.442629103,-0.7686982323575746,5.524776925397326,11.655000000000001,12.05,12.34,10.98,12.95,-15.30479628,10.17948617,1.3237477359999998,-0.1931582523453681,5.524568283653221,9.64,10.6,11.16,6.97,12.03,19.04466221,12.11813492,1.199382682,-1.013592512372699,5.5244789162897385,11.3125,12.25,13.285,9.63,14.13,26.79107143,3.082143929,0.11343334527564065,5.5226194577362575,26.2,27.770000000000003,28.5325,19.94,34.63,15.18216682,30.85853659,2.932636332,-1.0359944645565629,4.402167394569747,28.112499999999997,31.965,33.405,23.99,34.79
